PathwayID,PathwayName,Layer,Genes
R-HSA-382556,ABC-family proteins mediated transport,1,"{'PEX19', 'PSMD11', 'ABCA6', 'ABCF1', 'PSMB11', 'DERL2', 'EIF2S1', 'ABCC11', 'ABCB1', 'PSMB9', 'PSMD4', 'PSMC1', 'ABCA2', 'UBB', 'ERLIN1', 'PEX3', 'RPS27A', 'RNF5', 'PSMB10', 'ABCC9', 'ABCC10', 'PSMB6', 'PSMD5', 'ABCB4', 'SEL1L', 'PSMB8', 'PSME1', 'PSMC5', 'PSMA8', 'PSMA5', 'PSMA7', 'ABCA12', 'ERLEC1', 'PSMD6', 'PSMD10', 'PSMD1', 'ABCB10', 'ABCA5', 'ABCC2', 'ABCD1', 'ABCC6', 'ABCB5', 'ABCB6', 'PSMD7', 'PSME4', 'PSMC2', 'PSMD2', 'ABCA10', 'KCNJ11', 'PSMB2', 'ABCC4', 'ABCC3', 'ABCB7', 'APOA1', 'SEM1', 'PSMB4', 'VCP', 'DERL1', 'ABCA7', 'PSMC4', 'PSMC6', 'PSMA4', 'EIF2S2', 'PSMB7', 'PSME2', 'PSMB5', 'ABCA3', 'UBA52', 'ABCB8', 'ABCG1', 'PSMD14', 'DERL3', 'PSMB1', 'ABCG4', 'ABCA9', 'PSMA3', 'PSMD8', 'OS9', 'PSMF1', 'RNF185', 'PSMD3', 'PSMD12', 'CFTR', 'PSMA6', 'EIF2S3', 'ABCD2', 'PSMA1', 'ABCA4', 'ABCC1', 'ABCG8', 'ABCG5', 'PSMB3', 'ABCD3', 'PSMA2', 'ABCB9', 'ABCC5', 'ERLIN2', 'ABCA8', 'PSMD13', 'PSMC3', 'PSMD9', 'UBC', 'PSME3'}"
R-HSA-2161522,Abacavir ADME,1,"{'SLC22A1', 'PCK1', 'NT5C2', 'ABCB1', 'ADAL', 'ADH1A', 'ABCG2', 'SLC22A2', 'SLC22A3'}"
R-HSA-5619507,Activation of HOX genes during differentiation,1,"{'H2BC1', 'H2BC12L', 'H2BC21', 'POLR2F', 'RBBP7', 'H2BC13', 'RBBP4', 'RARB', 'MAFB', 'CNOT9', 'H2AC7', 'RXRA', 'KMT2D', 'POLR2K', 'EGR2', 'H2AC4', 'KDM6A', 'HOXC4', 'H2AC14', 'HOXD1', 'EP300', 'PIAS2', 'DPY30', 'POLR2H', 'HOXB3', 'RARA', 'CNOT6', 'NCOA6', 'SUZ12', 'POLR2J', 'HOXB1', 'PCGF2', 'PBX1', 'EED', 'PKNOX1', 'MEIS1', 'AJUBA', 'POLR2I', 'YY1', 'JUN', 'H3C1', 'POLR2C', 'H2BC17', 'H2BC11', 'H2BC3', 'H2BC15', 'H2BC4', 'H2BC14', 'POLR2E', 'NCOR1', 'H2BC26', 'CTCF', 'ZNF335', 'H2AC6', 'H3-3A', 'H2AJ', 'H2BC9', 'H2AX', 'POLR2B', 'PAGR1', 'EZH2', 'ASH2L', 'RARG', 'HOXD3', 'POLR2D', 'HOXB4', 'HOXA3', 'H2AZ2', 'WDR5', 'PAX6', 'H2BC5', 'PAXIP1', 'KMT2C', 'H2AB1', 'H2AC18', 'HOXD4', 'H4C1', 'NCOA3', 'HDAC3', 'HOXA2', 'HOXB2', 'POLR2L', 'POLR2A', 'H2AC20', 'H2BC12', 'RBBP5', 'POLR2G', 'HOXA1', 'H3C15', 'CREBBP', 'HOXA4'}"
R-HSA-1280218,Adaptive Immune System,1,"{'SPSB1', 'STIM1', 'HCST', 'IGLC7', 'PPP2CA', 'PPP2R5A', 'KIR2DL2', 'UBE2L6', 'IGLV3-25', 'CANX', 'BTBD1', 'AP2B1', 'PIK3CA', 'LNX1', 'IGLV3-12', 'IGKV3-20', 'TAB2', 'IGHV3-7', 'CTSF', 'CD200R1', 'BTN2A1', 'RNF213', 'IGLV3-19', 'IGHV1-2', 'ASB17', 'FBXW2', 'CHUK', 'SMURF2', 'PIK3R2', 'NCR3', 'FCGR3A', 'FBXO32', 'PPP3CB', 'FYN', 'PSMB9', 'CD3D', 'S100A8', 'HERC5', 'REL', 'RICTOR', 'IGKV5-2', 'UBB', 'PRKCB', 'CD1D', 'ITPR3', 'TRIM4', 'LILRA1', 'KLHL25', 'PRKCQ', 'UBE2S', 'IGHV3-13', 'COL17A1', 'CD74', 'XDH', 'CDH1', 'CTSB', 'KLRK1', 'TUBB1', 'LYN', 'ICAM3', 'DZIP3', 'PTEN', 'HLA-F', 'UBE3A', 'UBE2O', 'TUBB6', 'ATG7', 'PIK3R3', 'UBE3B', 'ZNRF1', 'TNFRSF14', 'ZBTB16', 'UBA5', 'FBXO17', 'CTSK', 'KIF4B', 'UBE2D1', 'SIAH1', 'TRIM37', 'PSMA8', 'FBXL20', 'PIANP', 'BCL10', 'KLHL2', 'AKT2', 'RNF182', 'FBXW8', 'KLC2', 'IGLV1-47', 'ORAI1', 'IGLV2-8', 'ULBP3', 'PILRA', 'MAPKAP1', 'ULBP1', 'HERC1', 'RAP1GAP2', 'TRIM36', 'SFTPD', 'DET1', 'UBE2G2', 'CD4', 'KCTD7', 'BTN3A3', 'KIF23', 'NCK1', 'PSME4', 'PSMD2', 'ITPR2', 'FBXO31', 'ACTR1A', 'TRIM50', 'RAB7A', 'CLEC2B', 'RAET1E', 'NRAS', 'CAPZA1', 'KIF11', 'ICOSLG', 'FBXO11', 'SOS1', 'PJA1', 'UBE2D3', 'IGLV5-45', 'RNF25', 'FBXO6', 'KBTBD8', 'PIK3CD', 'BTN3A1', 'TUBA3E', 'IGLV3-16', 'IGHV3-48', 'PSME2', 'DYNC1LI2', 'HMGB1', 'STUB1', 'SLAMF6', 'IGHV4-59', 'HLA-DQB2', 'PTPN6', 'PSMD14', 'DNM3', 'SH3KBP1', 'PIK3R1', 'PRKN', 'ITPR1', 'CRTAM', 'FGB', 'TRIB3', 'FBXL4', 'ASB3', 'MGRN1', 'IFI30', 'ASB13', 'TRBV7-9', 'KIF3B', 'AP2A1', 'NFKBIE', 'ARF1', 'NCR3LG1', 'PSMA3', 'TRAV8-4', 'PSMD8', 'AHCYL1', 'CD209', 'IGKV2D-30', 'LMO7', 'VCAM1', 'IGHV4-34', 'RACGAP1', 'HLA-DPA1', 'KIF2B', 'UBE2D4', 'IGHV3-33', 'PSMA6', 'ASB14', 'PILRB', 'CDC20', 'KIF2C', 'TLR1', 'KIFAP3', 'CBLL2', 'PRKACA', 'AP1M1', 'TUBA4B', 'PPP2R5C', 'FBXO27', 'ANAPC10', 'UBE4A', 'FBXO40', 'UBE2Q1', 'AP1B1', 'SEC24C', 'PDCD1LG2', 'TIRAP', 'KIF5A', 'ITGB7', 'PSMD13', 'FBXL18', 'UBE2B', 'UBE3C', 'IGKV2D-40', 'WAS', 'IGKV1-17', 'TRIM71', 'KEAP1', 'TRBV12-3', 'IGLV2-33', 'DYNC1H1', 'TUBA8', 'CAPZA3', 'PRKACG', 'FCGR1A', 'ORAI2', 'RAC1', 'RNF7', 'PPP2R5E', 'C3', 'LAIR2', 'ASB6', 'TRIM69', 'IGKV1D-12', 'RNF4', 'VAV1', 'COL1A1', 'KIR2DL1', 'PRKACB', 'SH3RF1', 'AKT3', 'FBXL12', 'UBA3', 'NFATC2', 'LTN1', 'ASB18', 'UBE2V2', 'RELA', 'RAP1B', 'TRIM63', 'MALT1', 'MYLIP', 'TPP2', 'FBXO7', 'IGHV4-39', 'RNF130', 'AP2A2', 'DTX3L', 'SOCS1', 'IGHV1-46', 'CD300LD', 'FBXL8', 'IGKV1D-16', 'RBBP6', 'TRAF7', 'CUL1', 'SKP1', 'TLR6', 'SH3GL2', 'IGHV7-81', 'LRR1', 'KLRG1', 'UBE2N', 'ZAP70', 'DYNC1I1', 'CTSA', 'HLA-B', 'MAP3K14', 'ASB9', 'UBR1', 'KIR3DL2', 'CD40LG', 'TLR4', 'IGKV4-1', 'MKRN1', 'FBXO4', 'PRR5', 'CAPZB', 'CTSV', 'M', 'LCK', 'RNF126', 'CLTC', 'IGLV8-61', 'TAPBP', 'FBXO21', 'PTPN22', 'PSMB8', 'UBE2K', 'DNM1', 'ICAM4', 'SNAP23', 'CD300E', 'RIPK2', 'HLA-DOB', 'CD3G', 'IGHV3-53', 'HLA-DMB', 'UBOX5', 'UBE2G1', 'CD274', 'KIF20A', 'IGLV3-22', 'IGLV1-44', 'UBAC1', 'SIGLEC9', 'PSMD1', 'LILRB1', 'OSCAR', 'TUBB8', 'SIGLEC1', 'TRIP12', 'RNF138', 'MTOR', 'UBA1', 'HLA-H', 'CDC34', 'RNF217', 'CTSE', 'PPP2R5B', 'HLA-DOA', 'PPP2CB', 'HLA-DRB5', 'HA', 'UBE3D', 'SEC13', 'BTRC', 'CD79B', 'LAG3', 'HACE1', 'CLEC2D', 'HLA-DQA2', 'CLEC4G', 'SEC61G', 'KLHL21', 'HERC4', 'KIF4A', 'RAP1GAP', 'COL2A1', 'KIR2DL4', 'TUBA3C', 'DYNC1I2', 'MYD88', 'TRIM9', 'KLHL11', 'ASB8', 'DNM2', 'RNF114', 'PSMB5', 'TREML4', 'SIGLEC11', 'NECTIN2', 'DCTN2', 'SKP2', 'UBE2W', 'CSK', 'SYK', 'PIK3CB', 'IGHV1-69', 'OSBPL1A', 'PAK2', 'GRAP2', 'ERAP1', 'CD14', 'SPSB2', 'PAK1', 'KLHL22', 'CD8B', 'BECN1', 'IGLC3', 'FGG', 'KLC1', 'BTBD6', 'NFKB1', 'ICAM5', 'TRIM39', 'IGLV10-54', 'TUBAL3', 'MLST8', 'PIK3R4', 'RLIM', 'IGLV11-55', 'COL1A2', 'HLA-DQB1', 'KIR2DL3', 'SIGLEC7', 'DCTN5', 'ICAM1', 'AP2M1', 'IFITM1', 'PSMD3', 'PSMD12', 'IGLV3-27', 'TUBB2A', 'INPP5D', 'UBE2Z', 'IGLC2', 'SPSB4', 'UBE2M', 'MAP3K8', 'DCTN3', 'PSMA1', 'CUL3', 'NEDD4', 'TUBA3D', 'TRIM21', 'PJA2', 'RNF19B', 'FBXO22', 'TRAF6', 'SEC23A', 'IGLV2-23', 'TRIM32', 'THOP1', 'ITGB1', 'FBXW4', 'UBE2V1', 'UBE2Q2', 'BTNL2', 'ELOB', 'UBA6', 'PSMD9', 'SIAH2', 'VAMP3', 'STX4', 'TUBB4A', 'CTSD', 'HUWE1', 'YWHAZ', 'GLYCAM1', 'LILRB3', 'LILRA4', 'HERC6', 'IGLV', 'SEC24D', 'LNPEP', 'PPP3CA', 'FBXW9', 'ITGAL', 'HECTD3', 'PTPRC', 'FBXW11', 'ATG14', 'IGKV2-30', 'TRAT1', 'IKBKG', 'HLA-G', 'cd21', 'CUL7', 'KLRD1', 'HECTD1', 'LAIR1', 'NCF1', 'IGKV2D-28', 'SLAMF7', 'CD22', 'ANAPC5', 'TUBA4A', 'ICAM2', 'MRC2', 'KIR3DL1', 'FGA', 'UL83', 'ANAPC4', 'PLCG1', 'COL3A1', 'CD300A', 'PIK3AP1', 'IGLV6-57', 'ACTR10', 'DAPP1', 'PSMD4', 'AP1S3', 'PDIA3', 'CALR', 'RAPGEF4', 'CD96', 'ANAPC2', 'IGHV', 'IGLV2-18', 'PVR', 'porB', 'PPP3R1', 'NCF4', 'IGKV3-15', 'SEC61A1', 'CTLA4', 'KLHL42', 'CYBA', 'IGLV1-36', 'SELL', 'ITGAV', 'CD101', 'FBXO44', 'TREML2', 'COLEC12', 'ITGB5', 'WSB1', 'BTN1A1', 'NCF2', '8', 'PSMB6', 'PSMD5', 'CD8A', 'CD86', 'RASGRP2', 'UBE2E2', 'TUBB2B', 'NCR1', 'RAF1', 'UBA7', 'IGHV2-70', 'KLHL5', 'CD1A', 'SIGLEC5', 'CD81', 'ACTR1B', 'PSMA5', 'WWP1', 'UBE2E1', 'BLK', 'ASB15', 'ASB4', 'RASGRP1', 'IGLV2-14', 'KIF26A', 'FBXL7', 'AP1S2', 'ASB5', 'RNF19A', 'ITGB2', 'LILRA5', 'KLC4', 'ASB16', 'FBXL19', 'SIGLEC8', 'PSMD6', 'LRSAM1', 'PSMD10', 'PLCG2', 'IGLV1-40', 'TYROBP', 'IGLV3-1', 'CTSO', 'UFL1', 'FBXO2', 'CD99', 'CUL5', 'CDC26', 'HRAS', 'NFATC1', 'ELOC', 'KIF15', 'IGLV5-37', 'DYNC1LI1', 'DCTN1', 'CBLB', 'CENPE', 'ANAPC13', 'JAML', 'FBXL13', 'FBXO9', 'SOCS3', 'CD19', 'NFATC3', 'SEM1', 'PSMB4', 'KLHL9', 'TRPC1', 'TUBB8B', 'HERC3', 'VAMP8', 'RNF115', 'PSMC4', 'RNF34', 'HLA-DRB3', 'IGKV3D-20', 'IGHD', 'UBE2L3', 'PSMA4', 'CD33', 'CTSH', 'PSMB7', 'CYBB', 'NEDD4L', 'LONRF1', 'AP1M2', 'AP1S1', 'IGKV1-16', 'FBXL21P', 'IGHV3-11', 'IGKV1-12', 'RNF220', 'HLA-DRB1', 'RNF123', 'FBXW5', 'KLRC1', 'ANAPC11', 'FBXO30', 'PSMB1', 'PIK3C3', 'S100A9', 'CD300LF', 'BTNL9', 'CDC23', 'DYNLL1', 'KLRB1', 'LILRA6', 'CTSC', 'IGLV7-43', 'IGKV1-33', 'FKBP1A', 'ASB10', 'PSMF1', 'ASB7', 'RNF41', 'PAK3', 'IGLV3-21', 'IGKV2-28', 'DCTN6', 'FBXW7', 'TREM1', 'TUBA1A', 'LGMN', 'ASB11', 'IGLV4-60', 'FYB1', 'UBE2C', 'LRRC41', 'MICB', 'CD226', 'TRAV19', 'CCNF', 'CD79A', 'TUBA1C', 'MEX3C', 'UBE2U', 'TRAV29DV5', 'PSMC3', 'SIPA1', 'NPEPPS', 'LILRA3', 'KBTBD13', 'SH2D1B', 'SAR1B', 'KIR2DS2', 'PSMD11', 'PDPK1', 'SEC24A', 'TAP1', 'CD1B', 'PSMB11', 'FBXW10', 'KLHL41', 'IGLV7-46', 'PTPN11', 'IGHV3-9', 'FBXO15', 'TRAC', 'KLHL13', 'KLHL20', 'UBE2D2', 'CAPZA2', 'SEC61B', 'TRIM11', 'CLTA', 'RBCK1', 'HECTD2', 'SPTBN2', 'ITCH', 'CD160', 'CARD11', 'FBXL5', 'KIR2DS1', 'FBXO10', 'HLA-DMA', 'MAP3K7', 'KLHL3', 'MRC1', 'IGLV2-11', 'FCGR2B', 'B2M', 'CTSS', 'PSMC1', 'RILP', 'PPP2R1B', 'FZR1', 'TLR2', 'DYNLL2', 'PAG1', 'CXADR', 'KIF5B', 'RNF144B', 'FBXO41', 'TRAIP', 'KIF18A', 'RPS27A', 'KLC3', 'FBXW12', 'IGKV1-39', 'YWHAB', 'PSMB10', 'MICA', 'KCTD6', 'ITGA4', 'BLNK', 'FBXL3', 'PPP2R1A', 'RAPGEF3', 'LILRB2', 'ASB12', 'IGLC6', 'UBE2J1', 'RASGRP3', 'CD80', 'ANAPC1', 'UBR4', 'PTPRJ', 'SEC22B', 'HLA-DRA', 'TRBC1', 'KLRF1', 'TUBB3', 'RCHY1', 'PSME1', 'HLA-A', 'IGKV1-5', 'RAP1A', 'AREL1', 'PSMC5', 'CDC27', 'KIF3C', 'MIB2', 'THEM4', 'BTNL8', 'PSMA7', 'TREML1', 'IGLV4-3', 'IGLC1', 'TUBB4B', 'LAT', 'TRIM41', 'LCP2', 'IGHM', 'N', 'FBXL15', 'ERAP2', 'BTK', 'IGHV3-23', 'HLA-DQA1', 'FBXL22', 'CD207', 'CDC42', 'SIGLEC12', 'RNF111', 'TREM2', 'CTSL', 'HECW2', 'LILRB5', 'UBE2A', 'PDCD1', 'SIGLEC10', 'IGLV1-51', 'SIGLEC6', 'CD300LG', 'HLA-E', 'KIF22', 'CD300C', 'PSMD7', 'NPDC1', 'DCAF1', 'NFKBIB', 'PSMC2', 'IGLV4-69', 'RBX1', 'FCGR1BP', 'VHL', 'ITK', 'CD3E', 'IKBKB', 'PSMB2', 'IGKV1D-33', 'FBXL16', 'UNKL', 'CD36', 'AP2S1', 'CDC16', 'PSMC6', 'GAN', 'CUL2', 'KBTBD6', 'UBE2R2', 'PPL', 'SEC61A2', 'CALM1', 'HLA-C', 'ARIH2', 'LILRB4', 'YES1', 'CD300LB', 'UBA52', 'LILRA2', 'BTN3A2', 'UBR2', 'HERC2', 'IGKC', 'DCTN4', 'BTN2A2', 'IGKV1D-39', 'RNF6', 'KBTBD7', 'HN', 'SEC31A', 'AP1G1', 'ZNRF2', 'SH2D1A', 'VASP', 'EVL', 'UBE2F', 'NFKBIA', 'BCAP31', 'BLMH', 'IGKV3-11', 'TUBA1B', 'KIF2A', 'UBE2J2', 'RNF14', 'ASB1', 'mip', 'CD1C', 'S100A1', 'CD200', 'ASB2', 'UBE2H', 'HLA-DRB4', 'ENAH', 'AKT1', 'CD28', 'TAP2', 'UBE2E3', 'HLA-DPB1', 'BTLA', 'PPP2R5D', 'FBXL14', 'PSMB3', 'ANAPC7', 'PSMA2', 'GLMN', 'KIF3A', 'HSPA5', 'IGKV2-29', 'UBC', 'IGHV3-30', 'PPIA', 'NCR2', 'LY96', 'PSME3', 'SMURF1', 'SEC24B', 'IGHV2-5'}"
R-HSA-977225,Amyloid fiber formation,1,"{'H2BC1', 'H2BC12L', 'LTF', 'H2BC21', 'HSPG2', 'UBE2L6', 'H2BC13', 'CALCA', 'APOE', 'SNCAIP', 'NAT8B', 'H2AC7', 'INS', 'USP9X', 'FGA', 'H2AC4', 'H2AC14', 'B2M', 'UBB', 'TSPAN33', 'RPS27A', 'MFGE8', 'SORL1', 'SNCA', 'SAA1', 'BACE1', 'APH1B', 'GGA3', 'TTR', 'SIAH1', 'NAT8', 'H3C1', 'CST3', 'FURIN', 'H2BC17', 'H2BC11', 'ADAM10', 'PSENEN', 'H2BC3', 'H2BC15', 'NPPA', 'H2BC4', 'GGA2', 'H2BC14', 'PRL', 'H2BC26', 'NCSTN', 'APOA1', 'TSPAN14', 'H2AC6', 'H3-3A', 'H2AZ1', 'H2BC9', 'GSN', 'H2AX', 'ODAM', 'UBA52', 'TSPAN5', 'PRKN', 'LYZ', 'APP', 'APCS', 'H2BC5', 'TSPAN15', 'TGFBI', 'ITM2B', 'H2AB1', 'H2AC18', 'IAPP', 'H4C1', 'APH1A', 'GGA1', 'APOA4', 'H2AC20', 'H2BC12', 'SEMG1', 'CALB1', 'UBC', 'H3C15', 'SIAH2'}"
R-HSA-109581,Apoptosis,1,"{'H1-5', 'TICAM2', 'BAX', 'H1-2', 'PSMD11', 'APIP', 'MAPT', 'OCLN', 'PLEC', 'PSMB11', 'STAT3', 'DCC', 'UNC5B', 'PRKCD', 'CLSPN', 'UNC5A', 'AKT3', 'GSDMD', 'YWHAZ', 'TP63', 'DSG3', 'PKP1', 'YWHAQ', 'SATB1', 'PSMB9', 'MAGED1', 'PSMD4', 'YWHAE', 'PSMC1', 'DSP', 'DYNLL2', 'AVEN', 'CDKN2A', 'GAS2', 'UBB', 'CTNNB1', 'ROCK1', 'PPP3R1', 'FAS', 'TP73', 'RPS27A', 'PRKCQ', 'YWHAB', 'PSMB10', 'BAK1', 'CDH1', 'XIAP', 'TLR4', 'STK24', 'BIRC2', 'PSMB6', 'PSMD5', 'YWHAG', 'OPA1', 'OMA1', 'MC159L', 'BCL2L11', 'PSMB8', 'PSME1', 'ADD1', 'PSMC5', 'PSMA8', 'MAPK1', 'PSMA5', 'KPNB1', 'C1QBP', 'PSMA7', 'AKT2', 'BID', 'GSDME', 'FNTA', 'BCL2', 'PPP1R13B', 'DAPK1', 'VIM', 'TJP1', 'RIPK1', 'PSMD6', 'UACA', 'PSMD10', 'CYCS', 'DAPK2', 'CARD8', 'DAPK3', 'FASLG', 'TRADD', 'PSMD1', 'TNFSF10', 'ACIN1', 'PSMD7', 'PSME4', 'PSMC2', 'PSMD2', 'BAD', 'DNM1L', 'HMGB2', 'PSMB2', 'E2F1', 'APC', 'SEM1', 'LMNB1', 'PSMB4', 'APAF1', 'H1-3', 'DBNL', 'PSMC4', 'PPP3CC', 'TP53', 'PSMC6', 'BMF', 'TNFRSF10A', 'CASP8', 'PSMA4', 'SPTAN1', 'NMT1', 'PSMB7', 'PSME2', 'BCL2L1', 'GSN', 'PSMB5', 'HMGB1', 'APPL1', 'UBA52', 'STK26', 'TJP2', 'PSMD14', 'CD14', 'PAK2', 'TFDP2', 'H1-1', 'PSMB1', 'PMAIP1', 'GZMB', 'CASP3', 'DFFA', 'TP53BP2', 'TRAF2', 'DYNLL1', 'PSMA3', 'PSMD8', 'BBC3', 'BCAP31', 'PSMF1', 'PSMD3', 'PSMD12', 'PSMA6', 'TFDP1', 'DIABLO', 'H1-4', 'DSG2', 'MAPK3', 'KPNA1', 'PSMA1', 'DSG1', 'AKT1', 'TICAM1', 'BMX', 'CASP7', 'ARHGAP10', 'PSMB3', 'YWHAH', 'PTK2', 'MAPK8', 'SFN', 'H1-0', 'PSMA2', 'CASP9', 'PSMD13', 'TNFRSF10B', 'PSMC3', 'PSMD9', 'UBC', 'CASP6', 'LY96', 'PSME3', 'DFFB', 'FADD'}"
R-HSA-445717,Aquaporin-mediated transport,1,"{'GNB2', 'PRKACG', 'ADCY3', 'RAB11FIP2', 'GNG12', 'AQP9', 'AQP11', 'GNG5', 'AQP10', 'AQP6', 'AQP2', 'AQP1', 'GNGT1', 'GNG4', 'AVPR2', 'ADCY8', 'GNG11', 'GNG2', 'PRKACB', 'PRKAR2B', 'AQP8', 'GNGT2', 'GNB1', 'AQP5', 'PRKAR2A', 'AVP', 'PRKACA', 'PRKAR1A', 'RAB11A', 'ADCY9', 'GNG7', 'MIP', 'AQP7', 'AQP3', 'ADCY7', 'ADCY5', 'GNG8', 'GNG10', 'GNB5', 'PRKAR1B', 'ADCY2', 'AQP12A', 'GNAS', 'GNB4', 'GNB3', 'GNG3', 'ADCY6', 'ADCY4', 'AQP4', 'ADCY1', 'MYO5B', 'GNG13'}"
R-HSA-9749641,Aspirin ADME,1,"{'CYP2C19', 'ABCC2', 'UGT1A5', 'GLYATL3', 'UGT1A6', 'GLYAT', 'ABCC3', 'UGT3A1', 'UGT2B15', 'ACSM2B', 'CES2', 'UGT2A3', 'CYP2E1', 'UGT2B11', 'UGT2B17', 'ACSM4', 'ACSM5', 'UGT2B4', 'ACSM2A', 'UGT2B28', 'BCHE', 'CYP2D6', 'SLC22A7', 'UGT1A8', 'UGT2B10', 'UGT2A1', 'UGT1A3', 'UGT2B7', 'UGT1A4', 'UGT2A2', 'UGT1A7', 'ALB', 'BSG', 'UGT3A2', 'UGT1A1', 'SLC16A1', 'CES1', 'GLYATL2', 'UGT1A9', 'CYP3A4', 'CYP2C8', 'GLYATL1', 'CYP2C9'}"
R-HSA-9754706,Atorvastatin ADME,1,"{'PON3', 'SLCO1B3', 'ABCC2', 'UGT1A3', 'PON1', 'ABCB1', 'SLCO1B1', 'CYP3A4'}"
R-HSA-9748787,Azathioprine ADME,1,"{'XDH', 'RAC1', 'NME2', 'IMPDH2', 'GUK1', 'GSTA2', 'SLC29A2', 'SLC28A2', 'VAV1', 'ABCC4', 'SLC28A3', 'TPMT', 'GMPS', 'VAV2', 'GSTM1', 'NUDT15', 'ABCC5', 'IMPDH1', 'SLC29A1', 'NME1', 'GSTA1', 'VAV3', 'HPRT1'}"
