PathwayID,PathwayName,name,alternativeNames,id,database,PubChemID,PubChemType
R-HSA-382556,ABC-family proteins mediated transport,colchicine,"colchicine,Colcrys&reg;",2367,Guide to Pharmacology,6167,Compound
R-HSA-382556,ABC-family proteins mediated transport,bisantrene,bisantrene,5351322,PubChem Compound,5351322,Compound
R-HSA-382556,ABC-family proteins mediated transport,gramicidin D,gramicidin D,45267103,PubChem Compound,45267103,Compound
R-HSA-382556,ABC-family proteins mediated transport,melphalan,"melphalan,Alkeran&reg;,CB-3025,L-phenylalanine mustard (L-PAM),L-sarcolysine,melfalan,Sarcolysin&reg;",7620,Guide to Pharmacology,460612,Compound
R-HSA-382556,ABC-family proteins mediated transport,vincristine,"vincristine,22-oxovincaleukoblastine,kyocristine,leurocristine sulfate,NSC-67574,Oncovin&reg;",6785,Guide to Pharmacology,5978,Compound
R-HSA-382556,ABC-family proteins mediated transport,dexamethasone,"dexamethasone,Decadron&reg;,desametasone,fluormethylprednisolone",2768,Guide to Pharmacology,5743,Compound
R-HSA-382556,ABC-family proteins mediated transport,teniposide,"teniposide,isosulfan blue,VM-26,Vumon&reg;",6843,Guide to Pharmacology,452548,Compound
R-HSA-382556,ABC-family proteins mediated transport,temozolomide,"temozolomide,CCRG-81045,M-39831,Temodal&reg;,Temodar&reg;",7301,Guide to Pharmacology,5394,Compound
R-HSA-382556,ABC-family proteins mediated transport,vinblastine,"vinblastine,29060-LE,Velban&reg;,Velbe&reg;,vincaleucoblastin,vincaleukoblastine",6851,Guide to Pharmacology,13342,Compound
R-HSA-382556,ABC-family proteins mediated transport,Dactinomycin,Dactinomycin,457193,PubChem Compound,457193,Compound
R-HSA-382556,ABC-family proteins mediated transport,prednisolone,"prednisolone,DELTA.1-Cortisol,Orapred&reg;,Pediapred&reg;",2866,Guide to Pharmacology,5755,Compound
R-HSA-382556,ABC-family proteins mediated transport,doxorubicin,"doxorubicin,Adriamycin&reg;,Caelyx&reg; (liposomal doxorubicin),Doxil&reg;,doxorubicin hydrochloride",7069,Guide to Pharmacology,31703,Compound
R-HSA-382556,ABC-family proteins mediated transport,methylprednisolone,"methylprednisolone,Medrol&reg;,U-67590A",7088,Guide to Pharmacology,6741,Compound
R-HSA-382556,ABC-family proteins mediated transport,budesonide,"budesonide,Entocort&reg;,Jorveza&reg;,Pulmicort&reg;,S-1320,Uceris&reg;",7434,Guide to Pharmacology,5281004,Compound
R-HSA-382556,ABC-family proteins mediated transport,paclitaxel,"paclitaxel,7-epipaclitaxel,Abraxane&reg; (albumin-bound suspension),Taxol&reg;",2770,Guide to Pharmacology,36314,Compound
R-HSA-382556,ABC-family proteins mediated transport,daunorubicin,"daunorubicin,Cerubidine&reg;,daunomycin,FI-6339,NDC-0082-4155,RP-13057",7063,Guide to Pharmacology,30323,Compound
R-HSA-382556,ABC-family proteins mediated transport,etoposide,"etoposide,Etopophos&reg;,(-)-etoposide,Toposar&reg;,trans-etoposide,VePesid&reg;,VP-16,VP 16-213",6815,Guide to Pharmacology,36462,Compound
R-HSA-382556,ABC-family proteins mediated transport,docetaxel,"docetaxel,Docecad&reg;,docetaxel anhydrous,EmDOC,Taxotere&reg;",6809,Guide to Pharmacology,148124,Compound
R-HSA-382556,ABC-family proteins mediated transport,azithromycin,azithromycin,6510,Guide to Pharmacology,447043,Compound
R-HSA-382556,ABC-family proteins mediated transport,erythromycin,"erythromycin,E-Mycin&reg;,Erythrocin&reg;,erythromycin-A",1456,Guide to Pharmacology,12560,Compound
R-HSA-382556,ABC-family proteins mediated transport,prednisone,"prednisone,Lodotra&reg;,Sterapred&reg;",7096,Guide to Pharmacology,5865,Compound
R-HSA-382556,ABC-family proteins mediated transport,imatinib,"imatinib,CGP 57148,Gleevec&reg;,Glivec&reg;,STI571",5687,Guide to Pharmacology,5291,Compound
R-HSA-382556,ABC-family proteins mediated transport,irinotecan,"irinotecan,biotecan,Campto&reg;,Camptosar&reg;,CPT-11,(+)-irinotecan,irinotecan hydrochloride,Onivyde&reg;",6823,Guide to Pharmacology,60838,Compound
R-HSA-2161522,Abacavir ADME,carbovir diphosphate,carbovir diphosphate,135564825,PubChem Compound,135564825,Compound
R-HSA-2161522,Abacavir ADME,carbovir triphosphate,carbovir triphosphate,135499583,PubChem Compound,135499583,Compound
R-HSA-2161522,Abacavir ADME,carbovir,carbovir,135403630,PubChem Compound,135403630,Compound
R-HSA-2161522,Abacavir ADME,carbovir monophosphate,carbovir monophosphate,135565291,PubChem Compound,135565291,Compound
R-HSA-2161522,Abacavir ADME,abacavir,"abacavir,1592U89,Ziagen&reg;",11152,Guide to Pharmacology,441300,Compound
R-HSA-2161522,Abacavir ADME,abacavir monophosphate,abacavir monophosphate,469588,PubChem Compound,469588,Compound
R-HSA-1280218,Adaptive Immune System,cyclosporin A,"cyclosporin A,ciclosporin,cyclosporine,cyclosporine A,Ikervis&reg; (opthalmic solution),Neoral&reg;,Sandimmun&reg;,Verkazia&reg; (opthalmic solution)",1024,Guide to Pharmacology,5284373,Compound
R-HSA-1280218,Adaptive Immune System,tacrolimus,"tacrolimus,FK506,fujimycin,Prograf&reg;,Protopic&reg;",6784,Guide to Pharmacology,445643,Compound
R-HSA-1280218,Adaptive Immune System,zanubrutinib,"zanubrutinib,BGB3111,BGB-3111,Brukinsa&reg;,compound 27b [US9447106]",9861,Guide to Pharmacology,135565884,Compound
R-HSA-1280218,Adaptive Immune System,tirabrutinib,"tirabrutinib,GS-4059,ONO4059,ONO-4059",9265,Guide to Pharmacology,54755438,Compound
R-HSA-1280218,Adaptive Immune System,spebrutinib,"spebrutinib,AVL 292,AVL-292,cc-292",7837,Guide to Pharmacology,59174488,Compound
R-HSA-1280218,Adaptive Immune System,ibrutinib,"ibrutinib,Imbruvica&reg;,PCI-32765",6912,Guide to Pharmacology,24821094,Compound
R-HSA-1280218,Adaptive Immune System,acalabrutinib,"acalabrutinib,ACP-196,Calquence&reg;,Example 6 [US20140155385 A1]",8912,Guide to Pharmacology,71226662,Compound
R-HSA-1280218,Adaptive Immune System,natalizumab,"natalizumab,AN100226,anti-alpha4 integrin,anti-VLA4,Tysabri&reg;",6591,Guide to Pharmacology,472677714,Substance
R-HSA-1280218,Adaptive Immune System,nivolumab,"nivolumab,BMS-936558,MDX-1106,ONO-4538,Opdivo&reg;",7335,Guide to Pharmacology,387061103,Substance
R-HSA-1280218,Adaptive Immune System,cemiplimab,"cemiplimab,cemiplimab-rwlc,Libtayo&reg;,REGN-2810,REGN2810,SAR-439684,SAR439684",10090,Guide to Pharmacology,381118800,Substance
R-HSA-1280218,Adaptive Immune System,camrelizumab,"camrelizumab,INCSHR1210,SHR-1210",9758,Guide to Pharmacology,354702231,Substance
R-HSA-109581,Apoptosis,ABT-737,"ABT-737,ABT737,ABT 737,compound 2 [PMID 17256834]",8320,Guide to Pharmacology,11228183,Compound
R-HSA-109581,Apoptosis,navitoclax,"navitoclax,ABT 263,ABT-263",8319,Guide to Pharmacology,24978538,Compound
R-HSA-109581,Apoptosis,venetoclax,"venetoclax,ABT-199,GDC-0199,Venclexta&reg;,Venclyxto&reg;",8318,Guide to Pharmacology,49846579,Compound
R-HSA-9749641,Aspirin ADME,aspirin,"aspirin,Acetophen&reg;,acetylsalicylic acid,Aspirin&reg;,ASA,acetylsalicylate",4139,Guide to Pharmacology,2244,Compound
R-HSA-9754706,Atorvastatin ADME,atorvastatin lactone,atorvastatin lactone,2957,Guide to Pharmacology,6483036,Compound
R-HSA-9754706,Atorvastatin ADME,o-hydroxyatorvastatin,o-hydroxyatorvastatin,6705,Guide to Pharmacology,9808225,Compound
R-HSA-9754706,Atorvastatin ADME,p-hydroxyatorvastatin,p-hydroxyatorvastatin,7359,Guide to Pharmacology,9851106,Compound
R-HSA-9754706,Atorvastatin ADME,atorvastatin,"atorvastatin,Lipitor&reg;",2949,Guide to Pharmacology,60823,Compound
R-HSA-9748787,Azathioprine ADME,mercaptopurine,"mercaptopurine,6-mercaptopurine,Purinethol&reg;,Xaluprine&reg;",7226,Guide to Pharmacology,667490,Compound
R-HSA-9748787,Azathioprine ADME,azathioprine,"azathioprine,Azasan&reg;,BW-57-322,Imuran&reg;",7120,Guide to Pharmacology,2265,Compound
R-HSA-73884,Base Excision Repair,procarbazine,"procarbazine,Matulane&reg;,Ro-4-6467/1,Ro-4646711",7278,Guide to Pharmacology,4915,Compound
R-HSA-73884,Base Excision Repair,temozolomide,"temozolomide,CCRG-81045,M-39831,Temodal&reg;,Temodar&reg;",7301,Guide to Pharmacology,5394,Compound
R-HSA-73884,Base Excision Repair,streptozocin,"streptozocin,streptozotocin",29327,PubChem Compound,29327,Compound
R-HSA-73884,Base Excision Repair,dacarbazine,"dacarbazine,DTIC-Dome&reg;",9075,Guide to Pharmacology,135398738,Compound
R-HSA-211859,Biological oxidations,paracetamol,"paracetamol,acetaminophen,Panadol&reg;,Tylenol&reg;",5239,Guide to Pharmacology,1983,Compound
R-HSA-211859,Biological oxidations,tamoxifen,"tamoxifen,ICI-46474,Nolvadex&reg;,Soltamox&reg;",1016,Guide to Pharmacology,2733526,Compound
R-HSA-211859,Biological oxidations,troleandomycin,"troleandomycin,oleandocetin,Tao&reg;,triacetyloleandomycin",10209,Guide to Pharmacology,202225,Compound
R-HSA-211859,Biological oxidations,ritonavir,"ritonavir,A-84538,ABBOTT-84538,ABT 538,ABT-538,Norvir&reg;",8804,Guide to Pharmacology,392622,Compound
