screen,dose,Drug.Name,repurposing_target,MOA,IDs,Synonyms
REP.PRIMARY,2.5,8-BROMO-CGMP,PRKG1,PKA ACTIVATOR,BRD:BRD-A00077618-236-07-6,
REP.PRIMARY,2.5,NIFURTIMOX,,DNA INHIBITOR,BRD:BRD-A00100033-001-08-9,
REP.PRIMARY,2.5,BALAGLITAZONE,PPARG,"INSULIN SENSITIZER, PPAR RECEPTOR PARTIAL AGONIST",BRD:BRD-A00147595-001-01-5,
REP.PRIMARY,2.5,FLUTRIMAZOLE,,STEROL DEMETHYLASE INHIBITOR,BRD:BRD-A00218260-001-03-4,
REP.PRIMARY,2.5,KBG,MME,NEPRILYSIN INHIBITOR,BRD:BRD-A00376169-001-01-6,
REP.PRIMARY,2.5,OTENZEPAD,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5",ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-A00520476-001-07-4,
REP.PRIMARY,2.5,BIPERIDEN,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA2",ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-A00546892-001-02-6,
REP.PRIMARY,2.5,ZALTOPROFEN,,CYCLOOXYGENASE INHIBITOR,BRD:BRD-A00578795-001-04-3,
REP.PRIMARY,2.5,NORETYNODREL,PGR,PROGESTOGEN HORMONE,BRD:BRD-A00758722-001-04-9,
REP.PRIMARY,2.5,DYPHYLLINE,"ADORA1, ADORA2A, PDE3A, PDE4A, PDE4B, PDE4C, PDE4D, PDE7A, PDE7B","ADENOSINE RECEPTOR ANTAGONIST, PHOSPHODIESTERASE INHIBITOR",BRD:BRD-A00827783-001-24-6,
REP.PRIMARY,2.5,ALPRENOLOL,"ADRB1, ADRB2, HTR1A",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A00993607-003-24-6,
REP.PRIMARY,2.5,AZELNIDIPINE,CACNA1C,CALCIUM CHANNEL BLOCKER,BRD:BRD-A01098288-001-02-9,
REP.PRIMARY,2.5,HYDROXYPROPYL-BETA-CYCLODEXTRIN,,,BRD:BRD-A01412266-001-01-0,
REP.PRIMARY,2.5,WB-4101,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, HTR1A",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A01493904-003-12-1,
REP.PRIMARY,2.5,CLEVIPREX,"CACNA1C, CACNA1D, CACNA1F, CACNA1S",CALCIUM CHANNEL BLOCKER,BRD:BRD-A01563671-001-02-7,
REP.PRIMARY,2.5,CHLORMADINONE-ACETATE,PGR,5 ALPHA REDUCTASE INHIBITOR,BRD:BRD-A01593789-001-03-1,
REP.PRIMARY,2.5,BUPIVACAINE,"KCNA5, PTGER1, SCN10A, SCN4A",SODIUM CHANNEL BLOCKER,BRD:BRD-A01636364-003-15-1,
REP.PRIMARY,2.5,PREDNISOLONE-ACETATE,NR3C1,GLUCOCORTICOID RECEPTOR AGONIST,BRD:BRD-A01643550-001-04-9,
REP.PRIMARY,2.5,NAFTOPIDIL,ADRA1A,ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A01787639-003-16-9,
REP.PRIMARY,2.5,FK-33-824,OPRM1,OPIOID RECEPTOR AGONIST,BRD:BRD-A01907367-001-01-7,
REP.PRIMARY,2.5,NITRENDIPINE,"CACNA1C, CACNA1D, CACNA1H, CACNA1S, CACNA2D1, CACNA2D2, CACNB2, CACNG1, KCNN4",CALCIUM CHANNEL BLOCKER,BRD:BRD-A02006392-001-16-4,
REP.PRIMARY,2.5,BETAMETHASONE,NR3C1,GLUCOCORTICOID RECEPTOR AGONIST,BRD:BRD-A02180903-001-04-5,
REP.PRIMARY,2.5,MEPTAZINOL,BCHE,OPIOID RECEPTOR AGONIST,BRD:BRD-A02710418-003-11-8,
REP.PRIMARY,2.5,CILNIDIPINE,CACNA1B,CALCIUM CHANNEL BLOCKER,BRD:BRD-A02743701-001-03-6,
REP.PRIMARY,2.5,BETAXOLOL,"ADRB1, ADRB2",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A02759312-003-24-5,
REP.PRIMARY,2.5,LOFEXIDINE,ADRA2A,ADRENERGIC RECEPTOR AGONIST,BRD:BRD-A02990301-003-06-6,
REP.PRIMARY,2.5,ALIZAPRIDE,DRD2,DOPAMINE RECEPTOR ANTAGONIST,BRD:BRD-A03061970-003-07-3,
REP.PRIMARY,2.5,MEPIVACAINE,SCN10A,"POTASSIUM CHANNEL BLOCKER, SODIUM CHANNEL BLOCKER",BRD:BRD-A03216249-003-24-3,
REP.PRIMARY,2.5,ICI-89406,"ADRB1, ADRB2",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A03359064-001-02-3,
REP.PRIMARY,2.5,XL888,,HSP INHIBITOR,BRD:BRD-A03506276-001-01-5,
REP.PRIMARY,2.5,METOPROLOL,"ADRB1, ADRB2",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-A03623303-045-09-5,
REP.PRIMARY,2.5,BISMUTH-SUBCITRATE-POTASSIUM,,,BRD:BRD-A03880619-001-01-0,
REP.PRIMARY,2.5,METHSCOPOLAMINE,"CHRM1, CHRM2, CHRM3",ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-A03932035-004-04-3,
REP.PRIMARY,2.5,PIRICAPIRON,HTR2A,"DOPAMINE RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR ANTAGONIST",BRD:BRD-A04203391-001-08-3,
REP.PRIMARY,2.5,EPERISONE,CYP2J2,ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-A04252265-003-01-4,
REP.PRIMARY,2.5,ISOPRENALINE,"ADRB1, ADRB2, ADRB3, MAPK1, PIK3R1, PIK3R2, PIK3R3",ADRENERGIC RECEPTOR AGONIST,BRD:BRD-A04322457-003-17-9,
REP.PRIMARY,2.5,SYNEPHRINE,ADRA1A,ADRENERGIC RECEPTOR AGONIST,BRD:BRD-A04327189-001-15-1,
REP.PRIMARY,2.5,SYNEPHRINE,ADRA1A,ADRENERGIC RECEPTOR AGONIST,BRD:BRD-A04327189-003-03-3,
REP.PRIMARY,2.5,MARAVIROC,CCR5,CC CHEMOKINE RECEPTOR ANTAGONIST,BRD:BRD-A04352665-001-05-3,
REP.PRIMARY,2.5,TRILOSTANE,"ESR1, ESR2, HSD3B1, HSD3B2",3BETA-HYDROXY-DELTA5-STEROID DEHYDROGENASE INHIBITOR,BRD:BRD-A04497688-001-04-2,
REP.PRIMARY,2.5,STEPRONIN,,MUCOLYTIC AGENT,BRD:BRD-A04506385-001-01-2,
