Drug,DrugID,PubChemId,id_type
R(-)-APOMORPHINE,4832.0,6005.0,Compound
ROLIPRAM-R(-),5000.0,448055.0,Compound
BACLOFEN-(R),763.0,6918881.0,Compound
ROLIPRAM-S(+),5001.0,158758.0,Compound
1-AZAKENPAULLONE,7.0,6538897.0,Compound
1-DEOXYMANNOJIRIMYCIN,8.0,72258.0,Compound
1-EBIO,9.0,82320.0,Compound
1-NAPHTHYL-PP1,12.0,4877.0,Compound
1-PHENYLBIGUANIDE,14.0,4780.0,Compound
"1,4-BUTANEDIOL",2.0,8064.0,Compound
10-DEBC,16.0,10521421.0,Compound
10-HYDROXYCAMPTOTHECIN,17.0,97226.0,Compound
12-O-TETRADECANOYLPHORBOL-13-ACETATE,19.0,27924.0,Compound
1400W,20.0,1433.0,Compound
"16,16-DIMETHYLPROSTAGLANDIN-E2",21.0,5283066.0,Compound
"1S,2R-PHENYLPROPANOLAMINE",26.0,26934.0,Compound
2-(3-MERCAPTOPROPYL)PENTANEDIOIC-ACID,32.0,11735892.0,Compound
2-[1-(4-PIPERONYL)PIPERAZINYL]BENZOTHIAZOLE,62.0,127902.0,Compound
2-AMINOBENZENESULFONAMIDE,33.0,72894.0,Compound
2-BFI,34.0,3080926.0,Compound
2-CHLORO-N6-CYCLOPENTYLADENOSINE,35.0,123807.0,Compound
2-CHLOROADENOSINE,36.0,8974.0,Compound
2-CMDO,38.0,32224.0,Compound
2-DEOXYGLUCOSE,40.0,9062.0,Compound
2-HYDROXYFLUTAMIDE,46.0,91649.0,Compound
2-HYDROXYSACLOFEN,47.0,7005135.0,Compound
2-IMINOBIOTIN,48.0,135678104.0,Compound
2-IODOMELATONIN,50.0,115348.0,Compound
2-METHOXYESTRADIOL,51.0,66414.0,Compound
2-METHYL-5-HYDROXYTRYPTAMINE,52.0,1574.0,Compound
2-OLEOYLGLYCEROL,55.0,5319879.0,Compound
2-PHENYLMELATONIN,57.0,4018512.0,Compound
2-PYRIDYLETHYLAMINE,59.0,75919.0,Compound
2-TEDC,60.0,6069552.0,Compound
"2,3-DCPE",29.0,2250975.0,Compound
"2,4-DINITROPHENOL",30.0,1493.0,Compound
2'-MECCPA,28.0,10475082.0,Compound
3-AMINO-BENZAMIDE,73.0,1645.0,Compound
3-AQC,74.0,3073499.0,Compound
3-BROMO-7-NITROINDAZOLE,75.0,1649.0,Compound
3-BROMOPYRUVATE,76.0,129924149.0,Compound
3-CARBOXY-4-HYDROXYPHENYLGLYCINE-(R),77.0,6604713.0,Compound
3-CARBOXY-4-HYDROXYPHENYLGLYCINE-(S),78.0,5311460.0,Compound
3-DEAZAADENOSINE,80.0,12769724.0,Compound
3-DEAZANEPLANOCIN-A,81.0,73087.0,Compound
